hidden dimension=32, epochs=10
2,0.2401875,1.597998023033142,0.2825,1.5962553024291992
3,0.25725,1.5844831466674805,0.2825,1.5838061571121216
4,0.291875,1.5525270700454712,0.41125,1.3585598468780518
5,0.3036875,1.5225718021392822,0.32875,1.511324167251587
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.2766875,1.561649203300476,0.405,1.2773315906524658
2,0.2985,1.5372055768966675,0.34125,1.5697942972183228
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.2588125,1.590079665184021,0.2125,1.5815852880477905
2,0.2630625,1.5793768167495728,0.16375,1.7222956418991089
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.256,1.588529109954834,0.32625,1.5312341451644897
2,0.2995625,1.5398344993591309,0.39625,1.4393481016159058
3,0.3018125,1.5405353307724,0.35125,1.460880994796753
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.2785,1.5674686431884766,0.14375,1.678123116493225
2,0.3085625,1.5244661569595337,0.24125,1.5851714611053467
3,0.3041875,1.532402515411377,0.33875,1.471891164779663
4,0.324875,1.5040674209594727,0.36,1.4824481010437012
5,0.294,1.5519574880599976,0.3825,1.4346314668655396
6,0.3295625,1.5015307664871216,0.25625,1.5264792442321777
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.255,1.5949400663375854,0.20625,1.6259422302246094
2,0.261875,1.5828641653060913,0.2925,1.5609002113342285
3,0.276875,1.5687310695648193,0.11875,1.9966609477996826
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.2803125,1.548920750617981,0.36875,1.3569639921188354
2,0.3316875,1.4805985689163208,0.34875,1.5143990516662598
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.2015,1.6183816194534302,0.18625,1.5953490734100342
2,0.2085,1.6130213737487793,0.2275,1.596551537513733
3,0.216,1.6096242666244507,0.245,1.5985041856765747
4,0.2215,1.6071261167526245,0.26375,1.5980143547058105
5,0.22675,1.6050690412521362,0.2575,1.5979101657867432
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.2089375,1.713438630104065,0.23,1.6620956659317017
2,0.2195,1.706101655960083,0.28625,1.7380191087722778
Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.200875,1.661269187927246,0.2,1.5561599731445312
2,0.1999375,1.6679682731628418,0.325,1.5325899124145508
